code,valid intentions,gpt intentions
"    @Override
    public void onPause() {
        super.onPause();
        if(player != null) {
            try {
                player.stop();
            } catch (IllegalStateException e) {
            }
            player.release();
            player = null;
        }
    } 
 @Override
                public void surfaceDestroyed(SurfaceHolder surfaceHolder) {
                    if(player != null) {
                        try {
                            player.stop();
                        } catch (IllegalStateException e) {
                        }
                        player.release();
                        player = null;
                    }
                }
",[],"[(3, 'check', 'player', 'player'), (8, 'release', 'player', 'player'), (13, 'check', 'player', 'player'), (18, 'release', 'player', 'player')]"
"private String getCookie(String url) {
      String cookie = CookieManager.getInstance().getCookie(url);
      if (cookie == null || cookie.length() == 0) {
        Log.v(TAG, ""Book Search cookie was missing or expired"");
        HttpHead head = new HttpHead(url);
        AndroidHttpClient client = AndroidHttpClient.newInstance(mUserAgent);
        try {
          HttpResponse response = client.execute(head);
          if (response.getStatusLine().getStatusCode() == 200) {
            Header[] cookies = response.getHeaders(""set-cookie"");
            for (int x = 0; x < cookies.length; x++) {
              CookieManager.getInstance().setCookie(url, cookies[x].getValue());
            }
            CookieSyncManager.getInstance().sync();
            cookie = CookieManager.getInstance().getCookie(url);
          }
        } catch (IOException e) {
          Log.e(TAG, e.toString());
        }
      }
      return cookie;
    }","[('6', 'acquire', 'client')]","[(6, 'acquire', 'client', 'AndroidHttpClient')]"
"private String getCookie(String url) {
      String cookie = CookieManager.getInstance().getCookie(url);
      if (cookie == null || cookie.length() == 0) {
        Log.v(TAG, ""Book Search cookie was missing or expired"");
        HttpHead head = new HttpHead(url);
        AndroidHttpClient client = AndroidHttpClient.newInstance(mUserAgent);
        try {
          HttpResponse response = client.execute(head);
          if (response.getStatusLine().getStatusCode() == 200) {
            Header[] cookies = response.getHeaders(""set-cookie"");
            for (int x = 0; x < cookies.length; x++) {
              CookieManager.getInstance().setCookie(url, cookies[x].getValue());
            }
            CookieSyncManager.getInstance().sync();
            cookie = CookieManager.getInstance().getCookie(url);
          }
        } catch (IOException e) {
          Log.e(TAG, e.toString());
        }
        client.close();
      }
      return cookie;
    }","[('6', 'acquire', 'client'), ('20', 'release', 'client')]","[(5, 'acquire', 'head', 'HttpHead'), (6, 'acquire', 'client', 'AndroidHttpClient'), (20, 'release', 'client', 'AndroidHttpClient')]"
"public void removeHandler(Handler handler) {
  handlers.remove(handler);
  if(handlers.isEmpty()){
   if(shutdownTimer == null) {
    shutdownTimer = new Timer();
    SharedPreferences prefs = PreferenceManager.getDefaultSharedPreferences(IRCCloudApplication.getInstance().getApplicationContext());
    long timeout = Long.valueOf(prefs.getString(""timeout"", ""300000""));
    shutdownTimer.schedule( new TimerTask(){
               public void run() {
                if(handlers.isEmpty()) {
                    disconnect();
                }
                   shutdownTimer = null;
                }
             }, timeout);
   }
   if(idleTimer != null && state != STATE_CONNECTED) {
    idleTimer.cancel();
    idleTimer = null;
    state = STATE_DISCONNECTED;
   }
  }
 }",[],"[(4, 'check', 'shutdownTimer', 'shutdownTimer'), (5, 'acquire', 'shutdownTimer', 'shutdownTimer'), (6, 'acquire', 'prefs', 'SharedPreferences'), (13, 'release', 'shutdownTimer', 'shutdownTimer'), (17, 'check', 'idleTimer', 'idleTimer'), (18, 'acquire', 'idleTimer', 'idleTimer'), (19, 'release', 'idleTimer', 'idleTimer')]"
"public void removeHandler(Handler handler) {
  handlers.remove(handler);
  if(handlers.isEmpty()){
   if(shutdownTimer == null) {
    shutdownTimer = new Timer();
    SharedPreferences prefs = PreferenceManager.getDefaultSharedPreferences(IRCCloudApplication.getInstance().getApplicationContext());
    long timeout = Long.valueOf(prefs.getString(""timeout"", ""300000""));
    shutdownTimer.schedule( new TimerTask(){
               public void run() {
                if(handlers.isEmpty()) {
                    disconnect();
                }
                   shutdownTimer = null;
                }
             }, timeout);
   }
   if(idleTimer != null && state != STATE_CONNECTED) {
    idleTimer.cancel();
    idleTimer = null;
                failCount = 0;
                if(wifiLock.isHeld())
                    wifiLock.release();
                reconnect_timestamp = 0;
    state = STATE_DISCONNECTED;
   }
  }
 }","[('21', 'check', 'wifiLock'), ('22', 'release', 'wifiLock')]","[(4, 'check', 'shutdownTimer', 'shutdownTimer'), (5, 'acquire', 'shutdownTimer', 'shutdownTimer'), (6, 'acquire', 'prefs', 'SharedPreferences'), (13, 'release', 'shutdownTimer', 'shutdownTimer'), (17, 'check', 'idleTimer', 'idleTimer'), (19, 'release', 'idleTimer', 'idleTimer'), (21, 'acquire', 'wifiLock', 'wifiLock'), (21, 'check', 'wifiLock', 'wifiLock'), (22, 'release', 'wifiLock', 'wifiLock')]"
"public static void testParcel() throws Exception {
        final Image image1 = new Image.Builder().setUrl(FILE1).setTitle(""Title1"").setDescription(""Description1"").build();

        final Parcel parcel = Parcel.obtain();
        image1.writeToParcel(parcel, 0);
        parcel.setDataPosition(0);

        final Image image2 = Image.CREATOR.createFromParcel(parcel);

        assertThat(image1).isEqualTo(image2);
    }","[('4', 'acquire', 'parcel')]","[(4, 'acquire', 'parcel', 'Parcel')]"
"public static void testParcel() throws Exception {
        final Image image1 = new Image.Builder().setUrl(FILE1).setTitle(""Title1"").setDescription(""Description1"").build();

        final Parcel parcel = Parcel.obtain();
        image1.writeToParcel(parcel, 0);
        parcel.setDataPosition(0);

        final Image image2 = Image.CREATOR.createFromParcel(parcel);

        assertThat(image1).isEqualTo(image2);
        parcel.recycle();
    }","[('4', 'acquire', 'Parcel'), ('11', 'release', 'Parcel')]","[(2, 'acquire', 'image1', 'Image'), (4, 'acquire', 'parcel', 'Parcel'), (8, 'acquire', 'image2', 'Image'), (11, 'release', 'parcel', 'Parcel')]"
"public Intent executeApi(Intent data, InputStream is, OutputStream os) {

        try {
            data.putExtra(EXTRA_API_VERSION, OpenPgpApi.API_VERSION);

            Intent result = null;
            if (ACTION_GET_KEY_IDS.equals(data.getAction())) {
                result = mService.execute(data, null, null);
                return result;
            } else {
                // pipe the input and output
                ParcelFileDescriptor input = ParcelFileDescriptorUtil.pipeFrom(is,
    
                        new ParcelFileDescriptorUtil.IThreadListener() {

                            @Override
                            public void onThreadFinished(Thread thread) {
                                //Log.d(OpenPgpApi.TAG, ""Copy to service finished"");
                            }
                        });
                ParcelFileDescriptor output = ParcelFileDescriptorUtil.pipeTo(os,
                        new ParcelFileDescriptorUtil.IThreadListener() {
                            @Override
                            public void onThreadFinished(Thread thread) {
                                //Log.d(OpenPgpApi.TAG, ""Service finished writing!"");
                            }
                        });
                // blocks until result is ready
                result = mService.execute(data, input, output);
                // close() is required to halt the TransferThread
                output.close();
                // set class loader to current context to allow unparcelling
                // of OpenPgpError and OpenPgpSignatureResult
                // http://stackoverflow.com/a/3806769
                result.setExtrasClassLoader(mContext.getClassLoader());
                return result;
            }
        } catch (Exception e) {
            Log.e(OpenPgpApi.TAG, ""Exception"", e);
            Intent result = new Intent();
            result.putExtra(RESULT_CODE, RESULT_CODE_ERROR);
            result.putExtra(RESULT_ERROR,
                    new OpenPgpError(OpenPgpError.CLIENT_SIDE_ERROR, e.getMessage()));
            return result;
        }
    }",[],"[(12, 'acquire', 'input', 'ParcelFileDescriptor'), (21, 'acquire', 'output', 'ParcelFileDescriptor'), (31, 'release', 'output', 'ParcelFileDescriptor')]"
"public Intent executeApi(Intent data, InputStream is, OutputStream os) {
        ParcelFileDescriptor input = null;
        try {
            data.putExtra(EXTRA_API_VERSION, OpenPgpApi.API_VERSION);

            Intent result = null;

            if (ACTION_GET_KEY_IDS.equals(data.getAction())) {
                result = mService.execute(data, null, null);
                return result;
            } else {
                // pipe the input and output
                input = ParcelFileDescriptorUtil.pipeFrom(is,
                        new ParcelFileDescriptorUtil.IThreadListener() {

                            @Override
                            public void onThreadFinished(Thread thread) {
                                //Log.d(OpenPgpApi.TAG, ""Copy to service finished"");
                            }
                        });
                ParcelFileDescriptor output = ParcelFileDescriptorUtil.pipeTo(os,
                        new ParcelFileDescriptorUtil.IThreadListener() {

                            @Override
                            public void onThreadFinished(Thread thread) {
                                //Log.d(OpenPgpApi.TAG, ""Service finished writing!"");
                            }
                        });

                // blocks until result is ready
                result = mService.execute(data, input, output);
                // close() is required to halt the TransferThread
                output.close();

                // set class loader to current context to allow unparcelling
                // of OpenPgpError and OpenPgpSignatureResult
                // http://stackoverflow.com/a/3806769
                result.setExtrasClassLoader(mContext.getClassLoader());

                return result;
            }
        } catch (Exception e) {
            Log.e(OpenPgpApi.TAG, ""Exception"", e);
            Intent result = new Intent();
            result.putExtra(RESULT_CODE, RESULT_CODE_ERROR);
            result.putExtra(RESULT_ERROR,
                    new OpenPgpError(OpenPgpError.CLIENT_SIDE_ERROR, e.getMessage()));
            return result;
        } finally {
            if (input != null) {
                try {
                    input.close();
                } catch (IOException e) {
                    Log.e(OpenPgpApi.TAG, ""Failed to close input file descriptor"", e);
                }
            }
        }
    }",[],"[(13, 'acquire', 'input', 'ParcelFileDescriptor'), (21, 'acquire', 'output', 'ParcelFileDescriptor'), (33, 'release', 'output', 'ParcelFileDescriptor'), (50, 'check', 'input', 'ParcelFileDescriptor'), (52, 'release', 'input', 'ParcelFileDescriptor')]"
"public void checkMail(final Context context, final Account account, 
            final boolean ignoreLastCheckedTime,
            final boolean useManualWakeLock,
            final MessagingListener listener) {
    	
      if (useManualWakeLock) {
        PowerManager pm = (PowerManager) context.getSystemService(Context.POWER_SERVICE);
        WakeLock wakeLock = pm.newWakeLock(PowerManager.PARTIAL_WAKE_LOCK, ""Email"");
        wakeLock.setReferenceCounted(false);
        wakeLock.acquire(Email.MANUAL_WAKE_LOCK_TIMEOUT);
      }
      
      
        for (MessagingListener l : getListeners()) {
            l.checkMailStarted(context, account);
        }
        put(""checkMail"", listener, new Runnable() {
            public void run() {

                final NotificationManager notifMgr = (NotificationManager)context
                  .getSystemService(Context.NOTIFICATION_SERVICE);
            	  try
            	  {
	              	Log.i(Email.LOG_TAG, ""Starting mail check"");
          				Preferences prefs = Preferences.getPreferences(context);

	                Account[] accounts;
	                if (account != null) {
	                    accounts = new Account[] {
	                        account
	                    };
	                } else {
	                    accounts = prefs.getAccounts();
	                }

	                for (final Account account : accounts) {
	                  	final long accountInterval = account.getAutomaticCheckIntervalMinutes() * 60 * 1000;
	                  	if (ignoreLastCheckedTime == false && accountInterval <= 0)
	                  	{
		                  	if (Config.LOGV || true)
		                  	{
		                  		Log.v(Email.LOG_TAG, ""Skipping synchronizing account "" + account.getDescription());
		                  	}

	                  		continue;
	                  	}

	                  	if (Config.LOGV || true)
	                  	{
	                  		Log.v(Email.LOG_TAG, ""Synchronizing account "" + account.getDescription());
	                  	}
                    	putBackground(""sendPending "" + account.getDescription(), null, new Runnable() {
                        public void run() {
                          if (account.isShowOngoing()) {
                            Notification notif = new Notification(R.drawable.ic_menu_refresh, 
                                context.getString(R.string.notification_bg_send_ticker, account.getDescription()), System.currentTimeMillis());                         
                            // JRV XXX TODO - do we want to notify MessageList too? 
                            Intent intent = FolderList.actionHandleAccountIntent(context, account, Email.INBOX);
                            PendingIntent pi = PendingIntent.getActivity(context, 0, intent, 0);
                              notif.setLatestEventInfo(context, context.getString(R.string.notification_bg_send_title), 
                                  account.getDescription() , pi);
                              notif.flags = Notification.FLAG_ONGOING_EVENT;
                              
                              if (Email.NOTIFICATION_LED_WHILE_SYNCING) {
                                notif.flags |= Notification.FLAG_SHOW_LIGHTS;
                                notif.ledARGB = Email.NOTIFICATION_LED_DIM_COLOR;
                                notif.ledOnMS = Email.NOTIFICATION_LED_FAST_ON_TIME;
                                notif.ledOffMS = Email.NOTIFICATION_LED_FAST_OFF_TIME;
                              }
                              
                              notifMgr.notify(Email.FETCHING_EMAIL_NOTIFICATION_ID, notif);
                          }
                          try
                          {
                            sendPendingMessagesSynchronous(account);
                          }
                        	finally {
                        	  if (account.isShowOngoing()) {
                        	    notifMgr.cancel(Email.FETCHING_EMAIL_NOTIFICATION_ID);
                        	  }
                          }
                        }
                    	}
                    	);
	                    try
	                    {
	                    	Account.FolderMode aDisplayMode = account.getFolderDisplayMode();
	                    	Account.FolderMode aSyncMode = account.getFolderSyncMode();

		                    Store localStore = Store.getInstance(account.getLocalStoreUri(), mApplication);
		                    for (final Folder folder : localStore.getPersonalNamespaces())
		                    {
		                    	
		                    	folder.open(Folder.OpenMode.READ_WRITE);
		                    	folder.refresh(prefs);
		                    	
		                    	Folder.FolderClass fDisplayMode = folder.getDisplayClass();
		                    	Folder.FolderClass fSyncMode = folder.getSyncClass();

		                    	if ((aDisplayMode == Account.FolderMode.FIRST_CLASS && 
		                    					fDisplayMode != Folder.FolderClass.FIRST_CLASS) 
		                    			|| (aDisplayMode == Account.FolderMode.FIRST_AND_SECOND_CLASS &&
		                      					fDisplayMode != Folder.FolderClass.FIRST_CLASS &&
		                      					fDisplayMode != Folder.FolderClass.SECOND_CLASS) 
		                      		|| (aDisplayMode == Account.FolderMode.NOT_SECOND_CLASS &&
		                      					fDisplayMode == Folder.FolderClass.SECOND_CLASS))
		                      {
		                    		// Never sync a folder that isn't displayed
			                    	if (Config.LOGV) {
			                    		Log.v(Email.LOG_TAG, ""Not syncing folder "" + folder.getName() + 
			                    				"" which is in display mode "" + fDisplayMode + "" while account is in display mode "" + aDisplayMode);
			                    	}

		                       	continue;
		                      }

		                    	if ((aSyncMode == Account.FolderMode.FIRST_CLASS && 
		                    			fSyncMode != Folder.FolderClass.FIRST_CLASS)
		                    			|| (aSyncMode == Account.FolderMode.FIRST_AND_SECOND_CLASS &&
		                      					fSyncMode != Folder.FolderClass.FIRST_CLASS &&
		                      					fSyncMode != Folder.FolderClass.SECOND_CLASS) 
		                    			|| (aSyncMode == Account.FolderMode.NOT_SECOND_CLASS &&
		                    					fSyncMode == Folder.FolderClass.SECOND_CLASS))
		                      {
		                    		// Do not sync folders in the wrong class
			                    	if (Config.LOGV) {
			                    		Log.v(Email.LOG_TAG, ""Not syncing folder "" + folder.getName() + 
			                    				"" which is in sync mode "" + fSyncMode + "" while account is in sync mode "" + aSyncMode);
			                    	}

		                       	continue;
		                      }
	                    	
		                    	
	
		                    	if (Config.LOGV) {
		                    		Log.v(Email.LOG_TAG, ""Folder "" + folder.getName() + "" was last synced @ "" +
		                    				new Date(folder.getLastChecked()));
		                    	}
		                    	
		                    	if (ignoreLastCheckedTime == false && folder.getLastChecked() > 
		                    		(System.currentTimeMillis() - accountInterval))
		                    	{
			                    		if (Config.LOGV) {
			                    			Log.v(Email.LOG_TAG, ""Not syncing folder "" + folder.getName()
			                    					+ "", previously synced @ "" + new Date(folder.getLastChecked())
			                    							+ "" which would be too recent for the account period"");
			                    		}					

		                    			continue;
		                    	}
		                    	putBackground(""sync"" + folder.getName(), null, new Runnable() {
		                        public void run() {
				                    	try {
				                    		// In case multiple Commands get enqueued, don't run more than
				                    		// once
				                    		final LocalStore localStore =
				                          (LocalStore) Store.getInstance(account.getLocalStoreUri(), mApplication);
				                    		LocalFolder tLocalFolder = (LocalFolder) localStore.getFolder(folder.getName());
				                    		tLocalFolder.open(Folder.OpenMode.READ_WRITE);
				                    						                    		
				                    		if (ignoreLastCheckedTime == false && tLocalFolder.getLastChecked() > 
				                    			    (System.currentTimeMillis() - accountInterval))
				                    		{
				                    			if (Config.LOGV) {
					                    			Log.v(Email.LOG_TAG, ""Not running Command for folder "" + folder.getName()
					                    					+ "", previously synced @ "" + new Date(folder.getLastChecked())
					                    							+ "" which would be too recent for the account period"");
				                    			}
				                    			return;
				                    		}
				                    		if (account.isShowOngoing()) {
  				                    		Notification notif = new Notification(R.drawable.ic_menu_refresh, 
  				                    		    context.getString(R.string.notification_bg_sync_ticker, account.getDescription(), folder.getName()), 
  				                    		    System.currentTimeMillis());                         
                                      // JRV XXX TODO - do we want to notify MessageList too? 
  			                          Intent intent = FolderList.actionHandleAccountIntent(context, account, Email.INBOX);
  			                          PendingIntent pi = PendingIntent.getActivity(context, 0, intent, 0);
  			                            notif.setLatestEventInfo(context, context.getString(R.string.notification_bg_sync_title), account.getDescription()
  			                                + context.getString(R.string.notification_bg_title_separator) + folder.getName(), pi);
  			                            notif.flags = Notification.FLAG_ONGOING_EVENT;
  			                            if (Email.NOTIFICATION_LED_WHILE_SYNCING) {
    			                            notif.flags |= Notification.FLAG_SHOW_LIGHTS;
    			                            notif.ledARGB = Email.NOTIFICATION_LED_DIM_COLOR;
    			                            notif.ledOnMS = Email.NOTIFICATION_LED_FAST_ON_TIME;
    			                            notif.ledOffMS = Email.NOTIFICATION_LED_FAST_OFF_TIME;
  			                            }
  
  			                            notifMgr.notify(Email.FETCHING_EMAIL_NOTIFICATION_ID, notif);
				                    		}
			                          try
			                          {
			                            synchronizeMailboxSynchronous(account, folder.getName());
			                          }
				                    	  
		                            finally {
		                              if (account.isShowOngoing()) {
		                                notifMgr.cancel(Email.FETCHING_EMAIL_NOTIFICATION_ID);
		                              }
		                            }
				                    	}
				                    	catch (Exception e)
				                    	{
				                    		
				                    		Log.e(Email.LOG_TAG, ""Exception while processing folder "" + 
				                    				account.getDescription() + "":"" + folder.getName(), e);
				                    		addErrorMessage(account, e);
				                    	}
		                        }
		                    	}
		                    	);
		                    } 
	                    }
	                    catch (MessagingException e) {
	                      Log.e(Email.LOG_TAG, ""Unable to synchronize account "" + account.getName(), e);
	                      addErrorMessage(account, e);
	                    }
	                }
            	  }
            	  catch (Exception e)
            	  {
            	  	 Log.e(Email.LOG_TAG, ""Unable to synchronize mail"", e);
            	  	 addErrorMessage(account, e);
            	  }
              	putBackground(""finalize sync"", null, new Runnable() {
                  public void run() {

		            	  Log.i(Email.LOG_TAG, ""Finished mail sync"");
		             	 
		                for (MessagingListener l : getListeners()) {
		                    l.checkMailFinished(context, account);
		                }
		                
                  }
              	}
              	);
            }
        });
    }",[],"[(8, 'acquire', 'wakeLock', 'WakeLock'), (10, 'acquire', 'wakeLock', 'WakeLock'), (28, 'check', 'account', 'Account')]"
